"Label","Text","Token_Length","Avg_Token_Length"
"inciteful"," সাংবাদীক একেবার বেশি স্বাধীনতা দেয়া অনুচিত তাহল ৭১ channel এর ম তথ্য সন্ত্রাসী হয় যাব আব মাহমুদুর রহমান ম দেশ প্রেমিক সাংবাদিক ক সৈরাচ দ্ধা প্রকাশ রক্তাক্ত ক মান নেয়া যায় না I সুতরাং দেশ যা চালাব তা পুরোপুরি ইনসাফ থাক হব ","42","5"
"political_comment"," হায়র সোন দেশ আম যদি ভারত কথা ব তাহল হ যা মুক্তিযুদ্ধা আর যদি পাকিস্তানির কথা ব হ যা রাজাক আসল কথা হল ক কি করল তা বড় কথা না ত থ আমা কিচু শিখ পার কিনা সে বড় ","39","3"
"political_comment"," এখন ক শিক্ষিত মানুষ গুল থ রিক্সা ওয়ালা ও মুছি ব্যাবহ ও অনেক ভালো ","14","4"
"communal_attack"," ভারত উচিষ্ট ও পেসাব খা দালাল এখন দালালী ছাড় পার না বেলুন বাষ্ট বাপ টান আ তো ","17","4"
"political_comment"," ঘটনা যদি সত্যি হ থা তাহল বলব বিশ্ব প্রতি দাশ এরকম নিয়ম চালু হলেরাষ্ট্রি ভাব অনেক অর্থেরঅপচ কম যাব এবং দেশ ","21","4"
"political_comment"," আমা সরক সংবাদ মাধ্যম পূর্ণ সাধীনতা দি এত ভয় ক সুতরাং অনায়াস বুঝা যা তা গোবরগাট্ ফাঁক হয় গাল ক্ষমতায় আর থাকা যাবেনা ","23","5"
"religious_hatred"," কিছু কুত্তা উল পাল কমেন্ট করত পাকিস্তান নি লিখল তো বোদা জল কা তো মালুর প্রাম পর আছ ","18","4"
"communal_attack"," মিডিয় মত পাগল বাচ্ছা এ পাওয় দেয়া টিক হবেনা সব খবর ইন্ডিয়ান পা যাব নিজে TRP এর জন্য যা ইচ্ছা তা করে.... ","21","4"
"political_comment"," অন ভালো কমেন্ট করতেছেনতব যতহ্মন ভালো কাজ করব ততহ্মন প্রশংসা আর যখন খারাপ কাজ করব ত প্রতিবাদ করবো ","18","4"
"religious_hatred"," বাঁশ কেল্লা সব সময় পর নাম কোরবানি দিয় কিন্তু নিজ নাম কোরবানি দি পার না কখনো হায়র পেয়ার পাকিস্তান tom কি ও মেরেকো চট গিয়া ","25","4"
"communal_attack"," হাইর বাংগা তো পাকিস্তানি এজেন্ট সে সবা জান তোর এ পোস্ট দি নিজ পাকি এজেন্ট পরিচ দি হব না বালেরকেল্লা থুক্কু পাকিকেল্লা না না বাঁশেরকেল্লা.... ","25","5"
"political_comment"," বাশেরকেল্লা মিত্থা কথা বল না এ পেজ সাথ আমি অনেক বছর ধর জড়ি আ ","14","4"
"political_comment"," পাকিস্থান নি আগাম কিছু বলা যা না তব ভাল হব বল মন হ ","13","3"
"political_comment"," আশা করি ইমরাখান ভাল করব ","5","4"
"religious_hatred"," পাক এদেশ মুছলিম আম মুছলিম আমা মুছলিম ভালবাসি ভ দালাল না ","11","5"
"inciteful"," এ ব্যভিচার প্রতিশোধ নি মুখি আ জাতি ","7","5"
"political_comment"," ইমরান খান এর জন্য শুভ কামনা রইল. ","7","3"
"political_comment"," সত্য ক সত্য বল শিখুন হউক স দুষমন কিংবা দুস্ত ","10","3"
"religious_hatred"," যদি সম্পুর্ণ শরিয়াহ ও ইনসাফ প্রতিস্ঠিত হ শান্তি আস দেরি কোথা ","11","5"
"political_comment"," এ কাল হ দাড়া কিনা ক জান কারণ মিডিয়া সন্ত্রাস ","9","4"
"communal_attack"," এব পাইক্ক দাশ যাব পালা ","5","5"
"communal_attack"," পাকীপ্রেমী জারজ দেশ অমঙ্গল জন্য যা দরক তা করবে! ","9","5"
"political_comment"," কিন্তুু এবাব ইমরান সরক টিক পারবেনা কারন ত দল মানুষ এ চাইব না ","12","5"
